Hotel Name,Rating,Review,sentence,sentiment_score_1,sentiment_score_2,sentiment_score_3,sentiment_score_4,sentiment_score_5,weighted_sentiment,classification_label
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"I had a disappointing experience staying at Seri Pacific Hotel. The property is visibly run-down and poorly maintained. Although there are five lifts, only three were operational during my stay. Due to the outdated lift system, only one elevator can move either up or down at a time, causing long waits and large crowds, especially during peak hours.

Parking is also inconvenient. The hotel offers only a single level of parking, which is typically full. Guests are usually directed to park at the PWTC carpark, where ticket validation is provided at RM5 per entry.

Upon entering my room, I was shocked to find a large black lizard on the floor—an unpleasant and unhygienic welcome. The bathtub was leaking and could not be filled properly. Housekeeping services are also disappointing: requesting a fresh towel incurs a RM20 charge, and the room comes with only two 500ml bottles of water. Additional water is charged at RM5 per bottle, with no water dispenser available, so I recommend purchasing bottled water from the nearby Sunway Putra Mall for better value. The phone is not working. You need to scan the QR code to reach out the customer service operator. The house keeping took 1.5 hours to deliver the fresh towels and water, despite numerous reminders. 

The breakfast buffet is average at best—filling, but none of the dishes stood out in taste or quality.

Overall, this hotel is not ideal for a staycation or business trip. There are no scenic views, the swimming pool is not well maintained, the rooms are not clean, and the elevator system is severely flawed. Additionally, the surroundinge area feels unsafe, with a visible presence of vagrants and loiterers. Sadly, there’s nothing memorable or special about this hotel.","There are no scenic views, the swimming pool is not well maintained, the rooms are not clean, and the elevator system is severely flawed",0.364,0.5405,0.092,0.0031,0.0004,1.7354,2g_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Parking was terrible. No space at all. No guidance and service from staff at the pwtc parking. Got charge rm36 bcs i did not take the parking ticket there. Told the staff, but they said it was my ‘mistake’ for not asking them first when there were supposed to be notice or any reminder down there. The guard whom lead us there also did not said anything about ticket.",Parking was terrible,0.7214,0.2164,0.0492,0.0079,0.0051,1.3589,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Parking was terrible. No space at all. No guidance and service from staff at the pwtc parking. Got charge rm36 bcs i did not take the parking ticket there. Told the staff, but they said it was my ‘mistake’ for not asking them first when there were supposed to be notice or any reminder down there. The guard whom lead us there also did not said anything about ticket.",No guidance and service from staff at the pwtc parking,0.5506,0.3103,0.1156,0.0169,0.0066,1.6185,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Parking was terrible. No space at all. No guidance and service from staff at the pwtc parking. Got charge rm36 bcs i did not take the parking ticket there. Told the staff, but they said it was my ‘mistake’ for not asking them first when there were supposed to be notice or any reminder down there. The guard whom lead us there also did not said anything about ticket.",Got charge rm36 bcs i did not take the parking ticket there,0.5444,0.2519,0.1562,0.0327,0.0148,1.7214,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Nice place to stay, very convenience for food and shopping. Except for the lift not fuctioning during peak hours due to out of service. Nevertheless everything is great","Nice place to stay, very convenience for food and shopping",0.0018,0.0026,0.0366,0.4716,0.4873,4.4398,3d_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Receptionist and facilities were top notch.lokasi strategik, dekat dengan sunway putra mall, wtc. Breakfast sedap & variety option. Boleh repeat stay lagi. Overall puas hati tapiii parking sangat limited",Overall puas hati tapiii parking sangat limited,0.1484,0.4317,0.3708,0.0412,0.0079,2.3283,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Easy access to public transport and shopping mall. However, the parking is limited.","However, the parking is limited",0.078,0.2962,0.5052,0.1076,0.0129,2.6812,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"This hotel is pretty good overall, but the parking situation is a mess.  Having to park at the WTC and use their ticket system is confusing.  It's not clear where to go and which ticket to use.  They really need to simplify the parking process.","This hotel is pretty good overall, but the parking situation is a mess",0.0063,0.0508,0.5781,0.3495,0.0153,3.3166,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"This hotel is pretty good overall, but the parking situation is a mess.  Having to park at the WTC and use their ticket system is confusing.  It's not clear where to go and which ticket to use.  They really need to simplify the parking process.",They really need to simplify the parking process,0.1445,0.3861,0.3811,0.0678,0.0205,2.4339,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"If you have any event at PWTC-KL, then Seri Pacific Hotel is the best stay for you and ease off your work or participation to save time for travelling, walking through and from on time. It's located site by site and believe me, it's a nice hotel. Booking in agoda gives me reasonable rate. Do park at their basement for hotel discounts. If you park at WTC area, you need to mention your parking for stamping purposes. Centre of town of KL and all the facilities you need is just nearby.","If you park at WTC area, you need to mention your parking for stamping purposes",0.115,0.142,0.278,0.2786,0.1864,3.2792,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,parking rm5 per entry dan limited. lif ada 5 berfungsi hanya 2. terpaksa menunggu sehingga setengah jam bersesak dalam lif,parking rm5 per entry dan limited,0.2183,0.2734,0.3358,0.1117,0.0609,2.5233,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,Convenience,Convenience,0.0123,0.0213,0.1438,0.4178,0.4049,4.1818,3d_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,Need to improve on maintenance services. We have to change to another room because the room's air conditioning not functioning and 3 out of 5 of the guest lifts were out of service.,We have to change to another room because the room's air conditioning not functioning and 3 out of 5 of the guest lifts were out of service,0.4027,0.3906,0.1793,0.0225,0.0049,1.8363,4f
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Lousy hotel. It spoiled our day, and we had to walk the stairs even though five elevators were out of service simultaneously. No technician was available for immediate repair, and no staff member guided us to the staircase. My parents are elderly and also had to walk. I will never stay there again.","It spoiled our day, and we had to walk the stairs even though five elevators were out of service simultaneously",0.1047,0.21,0.2603,0.243,0.182,3.1876,2a_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Lousy hotel. It spoiled our day, and we had to walk the stairs even though five elevators were out of service simultaneously. No technician was available for immediate repair, and no staff member guided us to the staircase. My parents are elderly and also had to walk. I will never stay there again.","It spoiled our day, and we had to walk the stairs even though five elevators were out of service simultaneously",0.1047,0.21,0.2603,0.243,0.182,3.1876,2g_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Lousy hotel. It spoiled our day, and we had to walk the stairs even though five elevators were out of service simultaneously. No technician was available for immediate repair, and no staff member guided us to the staircase. My parents are elderly and also had to walk. I will never stay there again.",My parents are elderly and also had to walk,0.2984,0.4035,0.2234,0.0496,0.0252,2.0997,7a
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,The elevator is broken. It takes a long time to wait.,The elevator is broken,0.4543,0.3903,0.1419,0.011,0.0025,1.717,2g_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Its an old property and you see it and feel it, in the common areas as well as the rooms. They had a good spacious bathroom which had 2 rooms for shower as well as bath tub and the WC, which was uniquely pleasant. Bed was firm enough for me but the linen and towels were old, but clean.
Didn't feel like a 5 star property but more like a 4 star hotel. All the staff are warm, smiling & helpful. 
Breakfast was good. Not many options for me , but most people would like it is my guess. 
Well located , opp Sunway putra mall, close to PWTC metro with a sky walk, and also to Putra kommuter train station which has trains to Batu caves. 
I got a good deal and hotel was not very crowded when I stayed. So enjoyed my stay overall.","They had a good spacious bathroom which had 2 rooms for shower as well as bath tub and the WC, which was uniquely pleasant",0.0065,0.0208,0.1612,0.5724,0.2391,4.0169,2e_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,A bit noisy outside of room like can hear people go out and in room,A bit noisy outside of room like can hear people go out and in room,0.0432,0.2676,0.58,0.1021,0.0072,2.7623,4a
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Everything is great except very limited parking space. But you can park at PWTC just next door. PLEASE take the parking ticket if you parking at the PWTC because they only validate the ticket for RM5 per entry. Pay at the counter in the hotel then you have to go to manned counter machine to validate the ticket on the way out of the parking.
Our room is spacious, complete with basic amenities, with separate shower and bathtub space. There is iron + ironboard in the room. 
Location wise is great. Near to LRT PWTC, next to Sunway Putra Mall. Breakfast spread is mid range. I think nasi lemak and the sambal is very nice. It has a lot of dessert from traditional kuih muih and cakes, they also have diet menu.
Definitely will come back here again.",Everything is great except very limited parking space,0.03,0.0835,0.3723,0.4365,0.0778,3.4488,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Everything is great except very limited parking space. But you can park at PWTC just next door. PLEASE take the parking ticket if you parking at the PWTC because they only validate the ticket for RM5 per entry. Pay at the counter in the hotel then you have to go to manned counter machine to validate the ticket on the way out of the parking.
Our room is spacious, complete with basic amenities, with separate shower and bathtub space. There is iron + ironboard in the room. 
Location wise is great. Near to LRT PWTC, next to Sunway Putra Mall. Breakfast spread is mid range. I think nasi lemak and the sambal is very nice. It has a lot of dessert from traditional kuih muih and cakes, they also have diet menu.
Definitely will come back here again.",PLEASE take the parking ticket if you parking at the PWTC because they only validate the ticket for RM5 per entry,0.3686,0.226,0.2534,0.1032,0.0488,2.2375,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Everything is great except very limited parking space. But you can park at PWTC just next door. PLEASE take the parking ticket if you parking at the PWTC because they only validate the ticket for RM5 per entry. Pay at the counter in the hotel then you have to go to manned counter machine to validate the ticket on the way out of the parking.
Our room is spacious, complete with basic amenities, with separate shower and bathtub space. There is iron + ironboard in the room. 
Location wise is great. Near to LRT PWTC, next to Sunway Putra Mall. Breakfast spread is mid range. I think nasi lemak and the sambal is very nice. It has a lot of dessert from traditional kuih muih and cakes, they also have diet menu.
Definitely will come back here again.",Pay at the counter in the hotel then you have to go to manned counter machine to validate the ticket on the way out of the parking,0.3169,0.1901,0.2118,0.1506,0.1306,2.5879,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Everything is great except very limited parking space. But you can park at PWTC just next door. PLEASE take the parking ticket if you parking at the PWTC because they only validate the ticket for RM5 per entry. Pay at the counter in the hotel then you have to go to manned counter machine to validate the ticket on the way out of the parking.
Our room is spacious, complete with basic amenities, with separate shower and bathtub space. There is iron + ironboard in the room. 
Location wise is great. Near to LRT PWTC, next to Sunway Putra Mall. Breakfast spread is mid range. I think nasi lemak and the sambal is very nice. It has a lot of dessert from traditional kuih muih and cakes, they also have diet menu.
Definitely will come back here again.","Our room is spacious, complete with basic amenities, with separate shower and bathtub space",0.0017,0.0029,0.0377,0.414,0.5437,4.4951,2e_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"The hotel's parking is limited and need to park under WTC building which is right after the hotel exit. It is strongly advise to take the parking ticket instead of using Touch n Go card to enter for parking since its expensive.Once the parking ticket taken need to go to counter which is near to receptions for validation on RM 5 per entry. During park the car, it is advisable to park at P , Q or R lots as it is the nearest car park to hotel lift.",The hotel's parking is limited and need to park under WTC building which is right after the hotel exit,0.2859,0.4068,0.2523,0.0434,0.0116,2.0878,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"The hotel's parking is limited and need to park under WTC building which is right after the hotel exit. It is strongly advise to take the parking ticket instead of using Touch n Go card to enter for parking since its expensive.Once the parking ticket taken need to go to counter which is near to receptions for validation on RM 5 per entry. During park the car, it is advisable to park at P , Q or R lots as it is the nearest car park to hotel lift.",It is strongly advise to take the parking ticket instead of using Touch n Go card to enter for parking since its expensive,0.0629,0.0974,0.2292,0.3897,0.2208,3.6082,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"The hotel's parking is limited and need to park under WTC building which is right after the hotel exit. It is strongly advise to take the parking ticket instead of using Touch n Go card to enter for parking since its expensive.Once the parking ticket taken need to go to counter which is near to receptions for validation on RM 5 per entry. During park the car, it is advisable to park at P , Q or R lots as it is the nearest car park to hotel lift.",Once the parking ticket taken need to go to counter which is near to receptions for validation on RM 5 per entry,0.2606,0.2417,0.2874,0.1413,0.069,2.5164,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,I book though agoda.it was nice but parking have to pay every time I go out.what was use.,it was nice but parking have to pay every time I go out,0.0946,0.2219,0.4781,0.1737,0.0318,2.8261,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Cleanliness & Comfort: Rooms are generally clean and comfortable, with many guests appreciating the spacious bathrooms and separate shower areas. ​

Staff & Service: The hotel staff are frequently praised for their friendliness and professionalism. Early check-ins and special requests are often accommodated, enhancing the guest experience. ​

Dining: Breakfast receives mixed reviews; while some guests enjoy the variety and quality, others feel there's room for improvement, particularly in the local dishes offered. ​","Cleanliness & Comfort: Rooms are generally clean and comfortable, with many guests appreciating the spacious bathrooms and separate shower areas",0.0019,0.0095,0.1896,0.6385,0.1604,3.9461,2e_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,The property excelled in every aspect from the impeccable cleanliness to the exceptional staff service. The convenient location made exploring the area a breeze. The breakfast was delightful and the WiFi was reliable. The parking facilities were convenient and the walk ability of the area was superb. Overall a highly recommended stay,The parking facilities were convenient and the walk ability of the area was superb,0.0036,0.0086,0.0684,0.4513,0.4681,4.3716,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Quiet hotel and delicious breakfast,I like it","Quiet hotel and delicious breakfast,I like it",0.0019,0.003,0.053,0.513,0.4292,4.3646,6e
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"The room was clean and cozy 
All the staff was too friendly and helpful
A lot of parking space (can park at WTC also)
Near mall and public transport

Highly Recommended","The room was clean and cozy 
All the staff was too friendly and helpful
A lot of parking space (can park at WTC also)
Near mall and public transport

Highly Recommended",0.0086,0.0251,0.0771,0.3763,0.5128,4.3596,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Our family had a fantastic stay at this hotel. The location was convenient,and the staff were friendly and attentive. The facilities were top-notch, including a lovely pool and reliable Wi-Fi. The rooms were clean, and housekeeping did an excellent job. We enjoyed the hot water in the showers and appreciated the hassle-free parking. Overall, a wonderful experience for families with young children",We enjoyed the hot water in the showers and appreciated the hassle-free parking,0.0044,0.0166,0.1859,0.6264,0.1667,3.9346,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"We had a comfortable and family-friendly stay, with a spacious and clean room that was perfect for our young children. The hotel staff were helpful and accommodating, and we appreciated the quiet environment and convenient location near shops and restaurants. Overall, it was a pleasant and stress-free experience, and we would happily return for another stay.","The hotel staff were helpful and accommodating, and we appreciated the quiet environment and convenient location near shops and restaurants",0.002,0.007,0.1266,0.6035,0.2609,4.1143,5c_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"We had a comfortable and family-friendly stay, with a spacious and clean room that was perfect for our young children. The hotel staff were helpful and accommodating, and we appreciated the quiet environment and convenient location near shops and restaurants. Overall, it was a pleasant and stress-free experience, and we would happily return for another stay.","The hotel staff were helpful and accommodating, and we appreciated the quiet environment and convenient location near shops and restaurants",0.002,0.007,0.1266,0.6035,0.2609,4.1143,6e
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,Since 2015 duk hotel ni...semua terbaik..cume air panas je onn n off...tapi last stay on 2-4 april 2025...ok je...maybe facility dia best la compare to other hotel in the middle of city...senang nk bergerak...tapi park as a guest still kene byr gak sekarang..flat rate RM5...ok la kan...klu parking penuh leh park kt parking PWTC...valet attendant pon baik2...berbudi bahasa...ade sorang brader tu siap tutup my window pakai plastik sbb i lupa nk naikkan tingkap...lupa nama dia dah...dia jela baik...yg lain..cm gangster...🤭,klu parking penuh leh park kt parking PWTC,0.1227,0.1048,0.1965,0.2327,0.3433,3.5691,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,Parking so limited... Extra parking little bit far,Parking so limited,0.3788,0.4052,0.1895,0.0199,0.0065,1.87,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,Parking so limited... Extra parking little bit far,Extra parking little bit far,0.0383,0.0569,0.1845,0.3955,0.3248,3.9117,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,location was very central and batu caves was easy to get to from the hotel.   price for the hotel was very reasonable.,location was very central and batu caves was easy to get to from the hotel,0.0217,0.0755,0.2398,0.4306,0.2324,3.7764,3d_2
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,semua ok cuma parking kena bayar pastu xde parking kat same building…nasib ada manager yg membantu…tq tu en manager.,semua ok cuma parking kena bayar pastu xde parking kat same building…nasib ada manager yg membantu…tq tu en manager,0.0273,0.0386,0.2074,0.3444,0.3823,4.0157,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"I was standing in what I thought was a queue only to be cut twice and the staff didn't seem to be bothered to ask who's actually next. Didn't mean to make a fuss but I thought a 5 star establishment shouldn't have missed something so basic.

I booked for a smoking room but was told on check-in that all rooms were non-smoking. No complaint about the room though you could tell the mattress had seen better days from the way it sinks in the middle. But the sheets, the down pillows and the room in general felt clean and fresh.

If you plan to use the sauna and gym be prepared to pay for the drinking water.",If you plan to use the sauna and gym be prepared to pay for the drinking water,0.1255,0.2486,0.3581,0.195,0.0729,2.8413,6d_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Fantastix location with easy train station access. The staff were exceptional, making our stay enjoyable. I’ve got upgraded room with a lovely view, perfect for a goonidght sleep. Wifi was reliable, but parking was a bit of a hassle. Overall, a value for money choice.","Wifi was reliable, but parking was a bit of a hassle",0.0142,0.1114,0.5705,0.2894,0.0145,3.1786,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"just a few steps from Sunway Putra Mall, food was delicious & many choice, the bread butter pudding was the bomb.","just a few steps from Sunway Putra Mall, food was delicious & many choice, the bread butter pudding was the bomb",0.0267,0.0473,0.1342,0.3936,0.3981,4.0891,2a_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Parking kena bayar ya..hotel lain xperlu pun wlpun RM5.00

Request bilik non smoking tp dpt bilik mcm bilik smoking plak..sesak nafas rasa..bkn saya je complain, anak umur 10 thn yg ckp ya..

Ms check out reception xtanya pun nk validate tiket parking..yelah notis semua dh tanpal kt lift pintu dinding..tp u tanya la.. i mn nk rajin bc notis2 tu.. dgn beg, anak2, mkn2, mn la nk pikir parking.. xpasal nk kena naik balik tny..adoi",Parking kena bayar ya,0.173,0.1397,0.2165,0.2212,0.2496,3.2347,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Parking kena bayar ya..hotel lain xperlu pun wlpun RM5.00

Request bilik non smoking tp dpt bilik mcm bilik smoking plak..sesak nafas rasa..bkn saya je complain, anak umur 10 thn yg ckp ya..

Ms check out reception xtanya pun nk validate tiket parking..yelah notis semua dh tanpal kt lift pintu dinding..tp u tanya la.. i mn nk rajin bc notis2 tu.. dgn beg, anak2, mkn2, mn la nk pikir parking.. xpasal nk kena naik balik tny..adoi",Ms check out reception xtanya pun nk validate tiket parking,0.1913,0.122,0.2016,0.2197,0.2654,3.246,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Parking kena bayar ya..hotel lain xperlu pun wlpun RM5.00

Request bilik non smoking tp dpt bilik mcm bilik smoking plak..sesak nafas rasa..bkn saya je complain, anak umur 10 thn yg ckp ya..

Ms check out reception xtanya pun nk validate tiket parking..yelah notis semua dh tanpal kt lift pintu dinding..tp u tanya la.. i mn nk rajin bc notis2 tu.. dgn beg, anak2, mkn2, mn la nk pikir parking.. xpasal nk kena naik balik tny..adoi","dgn beg, anak2, mkn2, mn la nk pikir parking",0.1657,0.1529,0.228,0.2069,0.2464,3.2155,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Friendly staff, strategic location and more space parking at WTC, KL.","Friendly staff, strategic location and more space parking at WTC, KL",0.007,0.0136,0.0829,0.4216,0.4749,4.3436,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"I decided to stay at this hotel after a tiring shopping trip for school uniforms at SOGO. Taking the LRT to this hotel from Bandaraya Station was very convenient.

I had a fantastic stay . The room was nice and spacious, with all the necessities you’d expect from a 5-star property. The bathroom was clean and had a pleasant fragrance, which made it even more relaxing. The mattress was soft, and the pillow was incredibly fluffy, ensuring a great night’s sleep.

Check-in and check-out were quick and seamless, which I really appreciated. The staff were exceptionally friendly, always ready to assist with a smile. The hotel’s location is also an added advantage, being very close to Sunway Putra Mall and the LRT station, making it super convenient to explore the area.

Additionally, there was a great variety of TV channels to choose from, perfect for winding down after a busy day. Overall, a very pleasant and enjoyable stay!","The mattress was soft, and the pillow was incredibly fluffy, ensuring a great night’s sleep",0.0925,0.1866,0.2074,0.2667,0.2469,3.3889,4e
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"The location of the hotel near the train station was great. It was also close to a big shopping centre with numerous restaurants. The highlight was the amazing buffet breakfast. Something for everyone. The coffee with Illy coffee beans was great too.
The hotel itself is a bit tired but not a big issue for me and the beds were very firm.
Shout out to the concierge. They were very helpful.",Shout out to the concierge,0.5038,0.21,0.1227,0.0815,0.082,2.0279,4i
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Highly recommended for its location. Room spacious enough to board adult children. LRTs station is close for transit interchange to go places, premium shopping mall is just across the street adjascent to the hotel but chow kit business area is close- by for cheap bargains. Room floor is carpeted without the familiar hotel carpet odour. The bathroom shower knobs, bidets and basin requires facelift though😬. The roofed free parking is available but limited as guests has to share with pwtc patrons","The bathroom shower knobs, bidets and basin requires facelift though😬",0.0355,0.1002,0.3258,0.3945,0.1441,3.5114,2e_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Highly recommended for its location. Room spacious enough to board adult children. LRTs station is close for transit interchange to go places, premium shopping mall is just across the street adjascent to the hotel but chow kit business area is close- by for cheap bargains. Room floor is carpeted without the familiar hotel carpet odour. The bathroom shower knobs, bidets and basin requires facelift though😬. The roofed free parking is available but limited as guests has to share with pwtc patrons",The roofed free parking is available but limited as guests has to share with pwtc patrons,0.0331,0.1366,0.5004,0.2866,0.0434,3.1706,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"enjoy the staycation. the only issue is parking is not sufficient. have to park at WTC, but not being informed to take ticket instead using TNG. got charge for parking almost Rm23!..",the only issue is parking is not sufficient,0.0875,0.1469,0.3542,0.3513,0.0602,3.1498,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"enjoy the staycation. the only issue is parking is not sufficient. have to park at WTC, but not being informed to take ticket instead using TNG. got charge for parking almost Rm23!..",got charge for parking almost Rm23,0.0442,0.0645,0.1801,0.3664,0.3448,3.9032,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,Spacious clean Bathroom with separated bathroom and bathtub.High pressure shower. Best scents of shower gel and shampoo.Cool and spacious room with comfortable king sized bed and pillows . Breakfast is good .The croissant is top notch. The staffs are friendly and have a good smiles .,High pressure shower,0.0608,0.073,0.1581,0.3072,0.4009,3.9144,2e_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,Spacious clean Bathroom with separated bathroom and bathtub.High pressure shower. Best scents of shower gel and shampoo.Cool and spacious room with comfortable king sized bed and pillows . Breakfast is good .The croissant is top notch. The staffs are friendly and have a good smiles .,Best scents of shower gel and shampoo,0.0031,0.0028,0.0088,0.0756,0.9098,4.8863,2e_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,Walking distance to shopping mall. Many parking lot.,Many parking lot,0.0787,0.1369,0.233,0.2793,0.2721,3.5292,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Staff yg sgt beretika dan ramah, bilik yg luas dan bersih, parking yang sangat nudah, dekat dengan sunway mall dan yang paling best makanan breakfast yang pelbagai dan sangat sedapp. Will repeat again for sureeee 😍😍","Staff yg sgt beretika dan ramah, bilik yg luas dan bersih, parking yang sangat nudah, dekat dengan sunway mall dan yang paling best makanan breakfast yang pelbagai dan sangat sedapp",0.0439,0.095,0.1849,0.2933,0.3829,3.8761,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"I booked two room,one room when i check in,have hairs on the pillow n bedsheet..one room have cockroaches  in drawer and the toilet room is clogged..water down slowly after use..breakfast awesome..variety and delicious..pool not big..parking hotel not enough..staff very helpful..👍👍..easy walk to mall..","I booked two room,one room when i check in,have hairs on the pillow n bedsheet",0.3789,0.277,0.1923,0.0841,0.0677,2.1847,4e
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"I booked two room,one room when i check in,have hairs on the pillow n bedsheet..one room have cockroaches  in drawer and the toilet room is clogged..water down slowly after use..breakfast awesome..variety and delicious..pool not big..parking hotel not enough..staff very helpful..👍👍..easy walk to mall..",parking hotel not enough,0.4182,0.3025,0.2091,0.0489,0.0212,1.9525,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Beat xterkira. Selesa xterkira. Nk mandi air terjun tp takut pi air terjun betui, mai hotel ni. Dia punya shower standard air terjun. Luas selesa, makan sedap, sebelah mall.",Dia punya shower standard air terjun,0.1514,0.1422,0.2494,0.2049,0.252,3.2639,2e_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,Ample parking at PWTC. Please remember to take ticket instead of tapping tng to enjoy the flat rate parking of RM3. Breakfast marvellous!,Ample parking at PWTC,0.0249,0.0359,0.1022,0.342,0.4951,4.2464,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,Ample parking at PWTC. Please remember to take ticket instead of tapping tng to enjoy the flat rate parking of RM3. Breakfast marvellous!,Please remember to take ticket instead of tapping tng to enjoy the flat rate parking of RM3,0.1515,0.1617,0.287,0.2302,0.1697,3.1049,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Very limited  options for vegetarian customers. Some customers were seen using same serving spoons between vegetarian & non vegetarian dishes. ☹️
For foreign tourists , please look for only CHEF for vege food queries , not from normal staff.",Very limited  options for vegetarian customers,0.3013,0.4365,0.2201,0.0324,0.0098,2.0128,5a_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Very limited  options for vegetarian customers. Some customers were seen using same serving spoons between vegetarian & non vegetarian dishes. ☹️
For foreign tourists , please look for only CHEF for vege food queries , not from normal staff.",Some customers were seen using same serving spoons between vegetarian & non vegetarian dishes,0.1725,0.3348,0.3688,0.0976,0.0263,2.4706,5a_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Excellent Stay at Seri Pacific Hotel – Highly Recommended!

I recently had the pleasure of staying at Seri Pacific Hotel Kuala Lumpur, and it was truly a fantastic experience. From the moment I arrived, the warm hospitality and efficient service made me feel welcome.

Rooms & Comfort

The room was spacious, clean, and well-maintained, with a comfortable bed that ensured a great night’s sleep. The view of the city skyline was a delightful bonus! The amenities provided were excellent, including a well-stocked minibar, complimentary toiletries, and a fast, reliable Wi-Fi connection.

Service & Hospitality

The staff were incredibly friendly and professional, always ready to assist with a smile. Check-in and check-out were smooth, and any requests were handled promptly. Their attention to detail truly made a difference in my stay.

Dining Experience

The breakfast buffet had a wide selection of delicious local and international dishes, ensuring a great start to the day. The on-site restaurants also offered high-quality food with great service.

Location & Accessibility

The hotel is strategically located near PWTC (Putra World Trade Centre), making it ideal for business travelers and event attendees. It’s also well-connected to public transport, with easy access to shopping malls and attractions in Kuala Lumpur.

Facilities & Amenities

I appreciated the well-equipped gym, refreshing swimming pool, and relaxing spa services. The executive lounge was a great place to unwind or catch up on work.

Overall Experience

My stay at Seri Pacific Hotel was beyond expectations, offering comfort, convenience, and top-notch service. Whether you’re visiting for business or leisure, this hotel is a great choice in Kuala Lumpur.

⭐ Rating: 5/5 – Definitely looking forward to staying here again!","Facilities & Amenities

I appreciated the well-equipped gym, refreshing swimming pool, and relaxing spa services",0.0028,0.0111,0.1429,0.5748,0.2683,4.0946,6b_1
